,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,📊 Pivot1: Pivot_Yearly_Summary ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Year,Total_Crimes,Total _Rape_Cases,Kidnapping_And_Abduction_Of_Women_And_Girls,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Robbery,Cruelty_By_Husband_Or_His_Relatives,Total_Murders,Culpable_Homicide_Not_Amounting_To_Murder,Kidnapping_And_Abduction_Of_Others,Cheating,Hurt_Or_Grievous_Hurt,Causing_Death_By_Negligence,Ipc_Crimes,Violent Crimes,Property Crimes,YoY Change %,,,SUM of Total_Crimes,Year,,,,,,,,
,Jaipur Rural,121677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Satara,121429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dharmapuri,120797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cachar,120668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gaya,120447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khargon,120432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amravati Rural,119573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saran,118989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nagapattinam,118738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buldhana,118433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jhunjhunu,117943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theni,117559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solapur Rural,117452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guna,117383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North-West,117318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hooghly,117224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Namakkal,116699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khurda,116611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wardha,115909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bikaner,115492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nalanda,115356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trichy Rural,115245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bidar,114859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Darbhanga,114810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chitradurga,114029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Howrah,113297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kolhapur,113144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chandrapur,113052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moradabad,112460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karauli,111563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ratlam,111394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raisen,111392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hanumangarh,111234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Muzaffarnagar,111132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jammu,110980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shajapur,110486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gautambudh Nagar,110468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhanbad,110251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tonk,109909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhind,109778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jhalawar,109362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bettiah,108840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dakshin Kannada,108638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samastipur,108362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Madhubani,108201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pudukottai,108040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sihore,107921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bellary,107763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rohtas,107446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anand,106821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thiruvallur,106712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hoshangabad,106668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khandwa,106643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bundi,106638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kasargod,106278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ranga Reddy,106141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cuttack,105857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chandigarh,105659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latur,105454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sawai Madhopur,105212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhojpur,105066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thiruvarur,104700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srikakulam,104664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dholpur,104587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mathura,104451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nasik Commr.,104268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaipur East,103107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baran,102830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mysore Rural,102532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sidhi,102488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shahdol,101056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhagalpur,100916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Central,100682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Krishnagiri,100591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hissar,100398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bulandshahar,100377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kozhikode Commr.,100362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Begusarai,100118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bijapur,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tikamgarh,99835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paschim Midnapur,99718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sitapur,99671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ramnathapuram,99632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vizianagaram,99578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ahmedabad Rural,99471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pratapgarh,99441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamshedpur,99401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandsaur,99386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gorakhpur,99275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Panchmahal,99119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vijayawada City,99063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North-East,98579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Betul,98473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Madurai Urban,97491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Surendranagar,96966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aurangabad Commr.,96756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vadodara Rural,96546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patiala,96540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trichy Urban,96466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davanagere,96394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Visakha Rural,95901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balasore,95618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chengai,95102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karnal,95052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aurangabad Rural,94975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sitamarhi,94803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malda,94555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhubri,94408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Damoh,93633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chickmagalur,93468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Osmanabad,93007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Purab Midnapur,92862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bharuch,92806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Varanasi,92520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Railways,92329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-West,92206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Churu,91972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katni,91893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barmer,91632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Srinagar,91544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sivagangai,91484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonitpur,91364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raichur,91318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sangli,91066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kolar,90971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalna,90351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rajnandgaon,90066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amravati Commr.,89686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Puri,89490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonipat,89074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vijayawada,88715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balaghat,88483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banswara,88401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Janjgir,88059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aurangabad,87963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hazaribagh,87896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patan,87842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saharanpur,87567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parbhani,87237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gopalganj,87077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mysore Commr.,86943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Purnea,86825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ludhiana,86509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Firozabad,86348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Siwan,85759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khiri,85732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Narsinghpur,85625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaipur South,85540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamirpur,85320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Salem Urban,85255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bokaro,84954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karur,84830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wayanadu,84700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Kannada,84431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhiwani,83983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Dinajpur,83881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katihar,83703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North West,83578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raigarh,83228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seoni,82966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rajsamand,82892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Giridih,82486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhule,82351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Panipat,82256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalore,82195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jhabua,82091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Angul,81462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rohtak,81356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Araria,80884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Etah,80868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhandara,80770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalandhar,80733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barpeta,80422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korba,80276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shahjahanpur,80147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Udupi,79857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Outer,79732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amreli,79579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Badaun,79564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mayurbhanj,78868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Datiya,78858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hardoi,78727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Valsad,78423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kangra,78360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kota,77875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kamrup,77752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jodhpur,77654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haridwar,77546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Surat Rural,77264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kurukshetra,77027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coochbehar,76885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bijnor,76683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Perambalur,76645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raigad,76539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sambalpur,76408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Birbhum,76135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keonjhar,76036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sarguja,75795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dibrugarh,75438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ambala,74950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Balrampur,74893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pondicherry,74866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Neemuch,74580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barabanki,74494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mumbai Rly.,74447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haveri,74331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Washim,74244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barwani,74135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dehradun,73783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unnao,73651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bagalkot,73489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jajpur,73291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jagdalpur,72952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganjam,72816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Darjeeling,72705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sirohi,72572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South-East,72371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sibsagar,72311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shimla,71976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tinsukia,71870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dharwad Commr.,71577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gondia,71496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Delhi,71491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rewari,70531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kota City,70175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Munger,69498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nawadah,69409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandla,69348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pilibhit,69234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dungarpur,68995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sirsa,68863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raibareilly,68725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhadrak,68386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Azamgarh,68381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rampur,68297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buxar,68254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mandi,68178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mainpuri,68150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Etawah,67895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Udhamsingh Nagar,67350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lakhimpur,67014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Panna,66889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bolangir,66752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yamunanagar,66664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palamu,66575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaunpur,65986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ashok Nagar,65927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Darrang,65825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sultanpur,65656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Supaul,65459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hingoli,65272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jind,65114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ernakulam,65035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dahod,64902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hathras,64751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saharsa,64695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solapur Commr.,64659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaipur North,64412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bankura,63595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jhajjar,63056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhatinda,63020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Asansol,62917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banka,62756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Khagaria,62721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhabhua,62643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fatehpur,62489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koppal,62382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhenkanal,62382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faizabad,62192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kodagu,62168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Godda,62113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mahasamund,62023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bahraich,61769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gonda,61590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sangrur,61553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koriya,61541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Golaghat,61463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jamui,61408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mahendragarh,61301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chamarajnagar,61077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deoghar,61052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sundargarh,60829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rourkela,60659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,North Goa,60574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jorhat,59844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baramulla,59444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koraput,59425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaithal,59395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baragarh,59280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Madhepura,59009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jehanabad,58932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ratnagiri,58910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dakshin Dinajpur,58847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goalpara,58753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hoshiarpur,58599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jagatsinghpur,58366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kokrajhar,58066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Purulia,57812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nilgiris,57728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bagaha,57514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jhansi,57436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thirunelveli Urban,57172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhopal Rly.,57086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dumka,57036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anantnag,57006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rajouri,56774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tiruppur,56562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fatehabad,56525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhamtari,56158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nandurbar,56156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Panchkula,55926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jodhpur City,55511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kendrapara,55399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J.P.Nagar,55387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Umariya,55239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Berhampur,54861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kalahandi,54111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Karimganj,54004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baghpat,53882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gadchiroli,53801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thrissur Rural,53782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banda,53663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ramanagar,53571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Navsari,53337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheopur,53203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garhwa,53197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jodhpur Rural,52981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deoria,52925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nalbari,52839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solan,52794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fatehgarh,52751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kushi Nagar,52606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dcp Bbsr,52469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grp,52150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trivandrum,52105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kannauj,52098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalaun,51986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jharsuguda,51902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harda,51899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amritsar,51720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nagpur Rly.,51717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Goa,51684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Budgam,51424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Howrah City,51282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kishanganj,50980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
