State/UT,District,Year,Murder,Attempt_To_Murder,Culpable_Homicide_Not_Amounting_To_Murder,Rape,Kidnapping_And_Abduction_Of_Women_And_Girls,Kidnapping_And_Abduction_Of_Others,Dacoity,Robbery,Burglary,Auto_Theft,Other_Theft,Riots,Criminal_Breach_Of_Trust,Cheating,Counterfieting,Arson,Hurt/Grevious_Hurt,Dowry_Deaths,Assault_On_Women_With_Intent_To_Outrage_Her_Modesty,Insult_To_Modesty_Of_Women,Cruelty_By_Husband_Or_His_Relatives,Causing_Death_By_Negligence,Other_Ipc_Crimes,Total_Ipc_Crimes,Total_Crimes
Karnataka,Dharwad Commr.,2010,17,16,0,1,13,7,4,62,128,199,149,86,15,154,3,9,159,0,16,3,45,5,1129,2221,6451
Karnataka,Dharwad Rural,2010,28,33,1,8,11,3,0,11,40,11,45,128,6,13,0,3,207,0,44,0,23,0,872,1487,4984
Karnataka,Gadag,2010,27,11,0,6,0,8,1,6,46,24,38,96,3,19,0,1,140,1,35,0,53,127,464,1107,4223
Karnataka,Gulbarga,2010,89,103,3,34,56,19,26,87,216,159,190,456,19,81,2,31,927,6,56,0,152,20,2050,4799,11591
Karnataka,Hassan,2010,61,83,4,23,25,9,13,81,267,183,191,322,10,123,3,0,1432,14,134,0,180,0,3045,6204,14417
Karnataka,Haveri,2010,28,23,4,6,0,23,3,10,64,57,69,220,10,46,0,0,303,2,65,0,65,0,1247,2245,6500
Karnataka,K.G.F.,2010,16,12,0,7,14,2,0,10,57,37,51,55,0,17,1,0,283,8,20,0,26,51,323,991,3991
Karnataka,Kodagu,2010,37,30,0,20,7,8,3,20,116,27,86,44,4,31,1,3,769,1,57,0,61,5,869,2199,6408
Karnataka,Kolar,2010,40,54,2,12,5,13,2,18,73,129,83,196,17,20,1,0,261,4,29,0,12,0,939,1912,5832
Karnataka,Koppal,2010,28,27,14,10,0,21,6,9,92,60,57,153,6,37,0,0,193,2,29,0,46,0,1161,1951,5912
Karnataka,Mandya,2010,83,62,1,30,35,12,9,56,303,256,308,384,16,111,3,44,1407,10,117,0,185,0,3192,6626,15260
Karnataka,Mysore Commr.,2010,30,51,0,7,18,6,6,199,203,564,291,95,10,276,9,0,238,4,22,0,59,0,1313,3407,8818
Karnataka,Mysore Rural,2010,80,72,0,43,25,12,8,34,294,117,221,303,12,47,1,0,1029,13,93,0,161,0,1898,4464,10937
Karnataka,Raichur,2010,49,47,3,31,32,6,1,12,80,65,84,291,10,107,0,3,597,3,105,0,195,16,1612,3349,8708
Karnataka,Railways,2010,14,0,0,1,0,2,0,29,2,10,426,5,0,6,5,0,18,1,0,0,0,15,43,580,3167
Karnataka,Ramanagar,2010,89,72,0,14,24,14,10,70,244,233,279,275,8,57,11,28,531,22,53,0,76,0,2326,4440,10886
Karnataka,Shimoga,2010,34,58,2,17,24,7,15,44,231,232,171,495,6,144,2,21,1268,4,113,8,277,10,2655,5839,13687
Karnataka,Tumkur,2010,88,57,4,25,14,15,15,87,255,217,435,278,11,85,5,34,773,14,107,0,78,16,2485,5101,12209
Karnataka,Udupi,2010,15,17,1,12,3,4,5,40,139,51,91,134,5,54,16,2,315,1,31,1,38,13,1709,2699,7406
Karnataka,Uttar Kannada,2010,22,17,22,11,11,2,2,17,84,33,67,104,15,27,2,7,366,0,78,3,66,0,2037,2993,7996
Karnataka,Yadgiri,2010,23,51,0,5,0,20,3,3,59,25,42,202,0,24,3,5,341,3,65,3,47,5,613,1542,5094
Karnataka,Bagalkot,2011,37,39,2,15,9,6,5,16,102,77,64,188,11,62,1,6,244,0,38,0,58,0,1275,2255,6521
Karnataka,Bengaluru Commr.,2011,232,460,3,97,206,367,43,783,1313,5977,4566,390,152,3155,60,4,2927,53,250,40,458,108,8297,30283,62235
Karnataka,Bengaluru Rural,2011,105,39,1,29,1,29,18,81,277,307,326,252,24,109,1,0,517,10,74,2,83,0,2629,4915,11840
Karnataka,Belgaum,2011,136,121,2,45,32,21,7,83,284,281,218,552,15,298,1,23,1050,11,221,4,297,44,3645,7393,16795
Karnataka,Bellary,2011,58,57,1,6,15,6,5,31,164,230,134,193,18,91,3,5,391,15,65,1,103,29,1581,3205,8418
Karnataka,Bidar,2011,51,33,1,14,11,2,2,9,121,51,86,150,9,51,0,11,896,7,27,2,77,11,1847,3471,8951
Karnataka,Bijapur,2011,66,58,0,7,21,22,4,24,120,76,64,294,8,97,1,0,627,8,66,0,116,0,1357,3040,8087
Karnataka,Cbpura,2011,52,41,11,16,16,7,5,31,114,96,289,229,4,81,1,0,485,7,55,0,92,0,977,2611,7231
Karnataka,Chamarajnagar,2011,40,28,0,11,6,1,3,8,64,65,76,148,0,15,1,0,506,9,71,0,62,0,845,1960,5930
Karnataka,Chickmagalur,2011,27,34,4,10,11,6,7,18,121,91,98,137,4,42,2,0,673,1,53,4,68,0,1313,2726,7461
Karnataka,Chitradurga,2011,38,21,3,27,24,6,6,39,168,160,135,287,9,62,3,9,871,5,93,0,96,0,2216,4278,10567
Karnataka,Dakshin Kannada,2011,23,20,0,6,3,3,4,10,102,44,64,87,2,42,4,13,268,1,46,0,38,5,956,1741,5493
Karnataka,Davanagere,2011,35,18,7,11,15,2,1,31,141,102,88,218,8,55,1,0,394,6,65,0,93,0,1473,2768,7543
Karnataka,Dharwad Commr.,2011,26,23,0,7,18,5,1,52,131,162,120,87,2,141,4,10,144,3,22,2,56,9,828,1856,5720
Karnataka,Dharwad Rural,2011,26,24,0,0,5,2,0,6,37,11,62,120,7,31,0,0,173,2,21,0,22,0,746,1297,4603
Karnataka,Gadag,2011,25,17,0,5,5,5,0,7,52,31,40,97,7,18,0,3,147,0,48,0,32,120,441,1100,4211
Karnataka,Gulbarga,2011,93,114,2,36,73,12,8,83,252,194,189,431,8,115,1,35,814,2,111,0,153,17,1791,4537,11082
Karnataka,Hassan,2011,56,87,4,27,25,2,10,99,290,241,167,194,9,113,1,0,1469,32,106,0,264,0,2872,6071,14150
Karnataka,Haveri,2011,23,27,1,13,0,22,3,10,71,49,57,256,12,50,0,0,302,0,76,0,74,181,1128,2356,6722
Karnataka,K.G.F.,2011,14,19,1,4,11,1,1,14,51,38,49,63,1,33,0,0,264,1,14,0,28,36,328,971,3953
Karnataka,Kodagu,2011,33,25,0,16,5,6,3,9,108,27,92,41,6,33,0,0,612,5,25,1,57,3,794,1901,5813
Karnataka,Kolar,2011,37,45,0,17,13,5,4,19,78,107,105,190,8,24,1,0,279,3,21,0,23,2,1070,2053,6115
Karnataka,Koppal,2011,25,15,15,13,0,21,5,8,74,79,58,116,10,36,0,0,173,0,23,0,70,0,1117,1858,5727
Karnataka,Mandya,2011,71,57,1,31,31,3,9,73,307,250,327,383,9,107,0,34,1361,12,98,0,230,0,2726,6120,14251
Karnataka,Mangalore City,2011,22,20,0,16,4,4,0,30,111,137,101,101,2,133,7,0,211,0,27,2,43,0,1642,2615,7239
Karnataka,Mysore Commr.,2011,27,38,1,11,17,8,7,198,183,476,296,76,4,166,2,0,240,5,23,0,32,0,1258,3081,8160
Karnataka,Mysore Rural,2011,68,49,0,19,39,8,10,38,219,105,244,329,2,77,0,0,1030,7,174,0,158,0,1806,4383,10776
Karnataka,Raichur,2011,53,32,1,29,14,23,2,21,91,84,64,320,10,116,3,0,567,10,149,0,174,0,1728,3491,8993
Karnataka,Railways,2011,15,2,1,0,1,0,1,31,3,24,496,1,0,3,2,0,9,0,0,0,0,11,68,672,3351
Karnataka,Ramanagar,2011,75,54,0,19,45,7,13,78,238,204,226,271,11,91,1,53,595,23,101,0,71,0,2155,4337,10679
Karnataka,Shimoga,2011,54,76,2,23,18,7,10,58,198,164,157,314,21,113,2,4,1130,6,123,10,278,16,2728,5516,13039
Karnataka,Tumkur,2011,101,94,7,31,14,26,13,89,248,168,343,369,14,161,0,4,913,17,135,0,124,11,2708,5593,13194
Karnataka,Udupi,2011,22,9,0,5,3,6,1,27,162,59,116,99,15,69,1,1,291,1,45,1,42,12,1591,2578,7167
Karnataka,Uttar Kannada,2011,29,20,14,11,4,3,1,2,86,30,49,96,16,24,1,10,369,3,73,12,75,0,2047,2976,7962
Karnataka,Yadgiri,2011,25,21,0,9,0,26,2,7,55,29,42,186,2,36,0,6,353,2,69,0,65,135,522,1592,5195
Karnataka,Bagalkot,2012,51,43,1,11,14,3,7,18,91,73,57,221,6,72,0,4,235,6,63,0,72,0,1247,2297,6604
Karnataka,Bengaluru Commr.,2012,266,454,6,90,433,99,37,670,1240,5090,4736,551,145,3092,41,0,3095,51,321,51,524,170,7665,29297,60136
Karnataka,Bengaluru Rural,2012,93,57,0,31,41,12,26,113,299,226,422,257,15,178,1,0,668,10,70,0,96,0,2944,5560,13131
Karnataka,Belgaum,2012,142,120,3,37,34,20,7,80,214,236,192,460,27,339,3,26,888,5,205,9,307,29,3462,6845,15702
Karnataka,Bellary,2012,54,46,2,18,24,7,6,44,151,210,137,228,10,102,3,11,368,9,48,0,104,32,1498,3112,8236
Karnataka,Bidar,2012,38,39,0,11,24,6,1,32,102,68,105,168,9,72,1,17,759,10,40,2,99,9,2044,3658,9326
Karnataka,Bijapur,2012,69,64,1,18,24,6,5,33,101,80,59,245,9,104,0,11,460,4,41,0,128,0,1310,2783,7567
Karnataka,Cbpura,2012,51,44,7,12,20,5,3,32,140,83,229,280,4,62,1,0,441,12,56,3,36,7,1025,2554,7119
Karnataka,Chamarajnagar,2012,18,34,0,9,8,2,6,8,52,32,79,120,4,28,1,0,436,2,64,0,62,0,767,1733,5477
Karnataka,Chickmagalur,2012,33,28,9,11,7,5,8,22,91,59,86,114,0,49,1,0,568,4,70,2,89,0,1238,2498,7004
Karnataka,Chitradurga,2012,43,38,7,26,34,0,3,25,119,90,134,323,4,71,0,8,799,6,140,0,75,0,2114,4059,10130
Karnataka,Dakshin Kannada,2012,23,25,0,12,9,1,5,15,103,28,54,115,11,49,1,15,263,2,35,8,42,7,1013,1836,5684
Karnataka,Davanagere,2012,42,35,8,17,20,3,3,50,139,143,154,298,17,58,3,0,442,8,117,0,119,0,1592,3271,8551
Karnataka,Dharwad Commr.,2012,18,20,1,6,42,12,2,77,130,184,106,94,3,117,1,20,177,2,16,0,65,8,831,1937,5881
Karnataka,Dharwad Rural,2012,27,30,1,5,3,10,0,4,33,12,44,147,10,24,0,6,195,0,38,0,24,0,699,1313,4637
Karnataka,Gadag,2012,24,11,1,6,12,0,0,5,32,31,33,110,8,40,2,10,140,2,59,0,47,116,394,1083,4178
Karnataka,Gulbarga,2012,82,87,0,29,39,14,12,63,209,151,162,362,7,89,0,54,702,10,132,0,151,21,1725,4101,10214
Karnataka,Hassan,2012,77,80,5,21,19,7,11,72,236,149,173,244,10,116,4,0,1351,5,120,1,155,0,2730,5592,13190
Karnataka,Haveri,2012,19,24,0,12,0,18,1,10,95,52,61,251,7,59,1,0,296,3,72,0,68,211,1072,2333,6677
Karnataka,K.G.F.,2012,16,22,0,10,0,7,1,14,57,37,48,87,1,23,0,0,259,2,10,0,19,53,339,1007,4024
Karnataka,Kodagu,2012,29,36,3,12,3,2,3,3,69,22,75,33,2,50,1,3,521,2,25,0,43,4,609,1550,5112
Karnataka,Kolar,2012,46,58,0,18,14,6,4,20,92,87,99,239,6,44,1,0,361,1,37,0,34,7,1034,2209,6429
Karnataka,Koppal,2012,24,11,0,7,0,27,2,14,76,51,49,134,13,60,0,0,228,0,17,0,87,0,1099,1899,5810
Karnataka,Mandya,2012,86,95,1,35,39,7,11,82,265,225,293,342,18,79,1,80,1321,9,149,1,204,0,2565,5914,13834
Karnataka,Mangalore City,2012,28,18,0,12,4,12,1,69,136,128,105,112,0,89,6,16,199,1,29,1,48,33,1634,2685,7378
Karnataka,Mysore Commr.,2012,31,35,0,12,10,3,3,205,146,397,264,88,5,101,0,0,232,6,22,0,32,0,1216,2826,7646
Karnataka,Mysore Rural,2012,78,37,1,28,47,20,4,30,211,116,215,305,3,63,0,0,960,1,163,0,158,0,1897,4339,10688
Karnataka,Raichur,2012,42,31,1,19,25,9,2,10,72,71,63,243,10,148,0,0,469,1,141,0,190,0,1492,3039,8090
Karnataka,Railways,2012,19,1,0,2,1,3,1,47,2,17,465,6,0,1,5,0,10,2,2,1,0,19,43,649,3308
Karnataka,Ramanagar,2012,77,64,1,16,53,7,16,127,298,256,256,264,3,76,1,73,644,17,112,0,73,0,2233,4673,11352
Karnataka,Shimoga,2012,50,78,2,14,24,8,6,57,195,188,143,276,13,103,2,9,978,6,158,3,222,4,2487,5034,12072
Karnataka,Tumkur,2012,91,80,5,33,10,28,8,94,306,190,280,375,11,153,0,0,950,18,171,0,132,6,2621,5567,13141
Karnataka,Udupi,2012,14,18,3,5,3,9,5,36,139,48,67,119,4,37,1,8,285,0,41,1,38,13,1557,2454,6917
Karnataka,Uttar Kannada,2012,33,23,2,7,10,1,0,21,100,21,56,112,5,46,2,18,361,1,97,8,78,0,1823,2828,7665
Karnataka,Yadgiri,2012,26,37,0,9,20,2,1,5,51,35,31,179,1,28,0,27,289,0,97,9,63,127,449,1486,4984
Kerala,Alapuzha,2001,22,32,2,21,6,2,2,18,227,109,86,419,18,152,9,35,1373,1,162,2,105,0,4516,7319,16639
Kerala,Cbcid,2001,22,7,0,2,0,2,1,1,5,0,5,6,18,37,119,1,5,0,0,0,4,0,15,250,2501
Kerala,Ernakulam,2001,44,67,7,38,7,13,25,80,592,294,970,626,22,267,12,25,1756,3,162,3,161,0,9669,14843,31687
Kerala,Idukki,2001,33,30,1,34,0,0,3,16,240,39,215,301,55,78,0,10,1726,0,145,16,127,0,2352,5421,12843
Kerala,Kannur,2001,26,58,4,42,7,5,1,18,277,75,138,831,17,183,8,6,1175,0,77,7,157,0,2776,5888,13777
Kerala,Kasargod,2001,18,23,2,28,1,3,32,9,132,79,66,683,11,55,4,0,627,0,0,0,66,0,1277,3116,8233
Kerala,Kollam,2001,41,65,21,55,9,7,13,62,334,120,171,575,16,120,14,63,2398,3,235,0,315,0,4645,9282,20565
Kerala,Kottayam,2001,34,26,3,22,12,6,2,54,319,125,248,347,25,252,8,17,1763,2,125,8,82,0,3602,7082,16165
Kerala,Kozhikode,2001,34,35,8,39,10,2,28,15,448,153,275,1127,26,302,6,391,1035,2,118,8,319,0,4012,8394,18788
Kerala,Malappuram,2001,23,33,5,71,4,13,6,11,288,157,183,663,40,211,14,30,1119,3,92,3,448,0,4011,7428,16857
Kerala,Palakkad,2001,45,57,14,63,10,4,11,30,342,120,195,608,66,159,5,67,1629,5,112,10,215,0,2749,6516,15033
Kerala,Pathanamthitta,2001,20,13,16,12,0,0,1,7,144,65,64,224,10,65,6,29,970,0,90,3,95,0,2266,4100,10201
Kerala,Railways,2001,0,0,0,1,0,0,0,2,1,2,195,39,0,1,0,0,9,0,0,0,0,0,39,289,2579
Kerala,Thrissur,2001,42,79,20,42,9,9,14,82,406,188,328,577,40,390,11,4,1329,2,223,16,198,0,6456,10465,22931
Kerala,Trivandrum,2001,53,79,6,57,21,20,32,104,597,244,392,892,35,394,18,77,2436,6,345,2,210,0,5336,11368,24725
Kerala,Wayanadu,2001,15,11,2,35,1,0,5,8,122,25,115,190,29,90,5,13,479,0,56,3,59,0,823,2086,6173
Kerala,Alapuzha,2002,18,30,1,13,5,9,5,19,234,128,116,548,19,129,5,38,1335,2,149,2,165,0,4608,7578,17158
Kerala,Cbcid,2002,15,8,2,0,0,1,3,3,10,0,4,22,13,26,46,2,3,0,0,0,2,0,80,240,2482
Kerala,Ernakulam,2002,36,80,18,27,9,3,27,119,649,316,843,686,35,321,6,24,1753,1,170,6,179,5,10360,15673,33348
Kerala,Idukki,2002,32,18,2,26,0,0,6,9,185,33,182,323,19,60,0,19,1457,0,120,10,108,2,2035,4646,11294
Kerala,Kannur,2002,28,63,7,21,8,6,4,17,242,88,109,567,3,123,8,3,1007,0,89,7,203,0,2421,5024,12050
Kerala,Kasargod,2002,20,22,6,25,7,6,0,11,145,94,52,407,5,69,4,0,637,0,0,0,87,1,1172,2770,7542
Kerala,Kollam,2002,41,49,59,60,12,8,12,42,403,153,166,778,8,158,13,66,2411,2,307,1,312,2,4814,9877,21756
Kerala,Kottayam,2002,20,22,7,28,7,8,6,65,337,103,276,439,40,275,7,19,1719,0,156,19,132,0,3631,7316,16634
Kerala,Kozhikode,2002,21,39,18,53,1,4,3,27,479,230,339,973,42,383,9,67,1149,0,135,12,343,6,4413,8746,19494
Kerala,Malappuram,2002,26,28,14,70,4,7,4,12,216,150,169,597,19,273,3,27,839,3,90,5,431,0,3545,6532,15066
Kerala,Palakkad,2002,51,42,10,48,7,3,17,39,352,112,199,609,53,138,6,64,1450,0,122,5,196,9,2601,6135,14270
Kerala,Pathanamthitta,2002,28,24,15,12,0,0,1,19,195,80,106,295,11,61,2,22,960,0,139,4,116,0,2378,4468,10938
Kerala,Railways,2002,0,0,0,0,0,0,0,0,3,2,300,16,0,1,0,0,9,0,1,0,0,0,55,387,2776
Kerala,Thrissur,2002,52,59,42,30,7,4,15,78,361,176,229,642,28,406,10,22,1304,4,195,14,189,6,6176,10049,22100
Kerala,Trivandrum,2002,58,69,9,56,24,12,27,138,717,283,570,964,48,397,15,67,2550,2,404,16,314,0,5948,12690,27380
Kerala,Wayanadu,2002,8,9,0,30,0,0,7,12,96,30,105,224,14,104,1,12,450,3,46,1,59,1,857,2069,6140
Kerala,Alapuzha,2003,23,37,0,10,12,0,5,38,200,69,101,385,17,121,5,27,1179,3,124,2,178,0,4439,6975,15953
Kerala,Cbcid,2003,18,5,0,1,1,3,1,2,5,6,4,8,20,32,65,3,3,0,0,0,2,0,53,232,2467
Kerala,Ernakulam Commr.,2003,21,28,7,11,5,6,26,66,304,145,341,221,19,290,1,15,531,0,77,7,54,1,4653,6829,15661
Kerala,Ernakulam Rural,2003,25,38,16,22,8,4,10,28,292,89,234,348,20,115,3,17,1150,2,109,0,92,1,5455,8080,18161
Kerala,Idukki,2003,28,14,0,14,0,0,1,16,155,20,147,233,18,65,1,17,1309,0,93,6,104,2,2009,4252,10507
Kerala,Kannur,2003,12,38,7,13,2,2,8,13,218,68,96,505,15,81,5,0,804,0,65,3,174,1,2143,4273,10549
Kerala,Kasargod,2003,24,19,9,15,4,5,6,16,143,97,72,372,2,69,3,36,635,0,71,3,66,7,1169,2843,7689
Kerala,Kollam,2003,36,22,97,53,11,13,8,28,260,152,177,712,9,158,8,58,2215,5,317,0,365,9,4667,9380,20763
Kerala,Kottayam,2003,19,25,7,25,10,5,4,45,357,68,259,316,28,279,3,14,1697,0,141,10,115,0,3257,6684,15371
